ID,Curso,Status,Link,Conteudista,Horas
123,Siape Cadastro,Normal,https://www.escolavirtual.gov.br/curso/123,Ministério da Fazenda,40h
132,Proteção ao Denunciante e Tratamento de Denúncias em Ouvidoria,Normal,https://www.escolavirtual.gov.br/curso/132,Ouvidoria-Geral da União,20h
130,Direitos Humanos: Uma Declaração Universal,Normal,https://www.escolavirtual.gov.br/curso/130,Ministério dos Direitos Humanos e Cidadania,20h
129,Educação em Direitos Humanos,Normal,https://www.escolavirtual.gov.br/curso/129,Ministério dos Direitos Humanos e Cidadania,30h
12,Controles Institucional e Social dos Gastos Públicos,Normal,https://www.escolavirtual.gov.br/curso/12,Secretaria do Tesouro Nacional,30h
118,Federalismo e Federalismo Fiscal no Brasil,Normal,https://www.escolavirtual.gov.br/curso/118,Secretaria do Tesouro Nacional,35h
98,Avaliação de Impacto de Programas e Políticas Sociais,Normal,https://www.escolavirtual.gov.br/curso/98,Abdul Latif Jameel Poverty Action Lab - J-PAL LAC,36h
117,Introdução à Vigilância Sanitária,Normal,https://www.escolavirtual.gov.br/curso/117,Anvisa,100h
116,Introdução ao Orçamento Público,Normal,https://www.escolavirtual.gov.br/curso/116,Secretaria do Tesouro Nacional,40h
114,Introdução à Economia do Setor Público,Normal,https://www.escolavirtual.gov.br/curso/114,Secretaria do Tesouro Nacional,30h
120,Resolução de Conflitos Aplicada ao Contexto das Ouvidorias,Normal,https://www.escolavirtual.gov.br/curso/120,Ouvidoria-Geral da União,20h
76,Acesso à Informação,Normal,https://www.escolavirtual.gov.br/curso/76,Controladoria Geral da União,20h
86,Siape Folha,Normal,https://www.escolavirtual.gov.br/curso/86,Ministério da Fazenda,40h
84,Provas no Processo Administrativo Disciplinar,Normal,https://www.escolavirtual.gov.br/curso/84,Controladoria Geral da União,20h
119,Gestão em Ouvidoria,Normal,https://www.escolavirtual.gov.br/curso/119,Ouvidoria-Geral da União,20h
115,Básico em Orçamento Público,Normal,https://www.escolavirtual.gov.br/curso/115,Ministério da Fazenda,30h
113,Lei de Diretrizes Orçamentárias para Municípios,Normal,https://www.escolavirtual.gov.br/curso/113,Ministério da Fazenda,30h
11,Introdução à Libras,Normal,https://www.escolavirtual.gov.br/curso/11,Ministério dos Direitos Humanos e Cidadania,60h
74,Sistema Eletrônico de Informações - SEI! USAR,Normal,https://www.escolavirtual.gov.br/curso/74,Unicorreios,20h
97,Impactos da Mudança do Clima para a Gestão Municipal,Normal,https://www.escolavirtual.gov.br/curso/97,Banco Interamericano de Desenvolvimento - BID,20h
10,Controle Social,Normal,https://www.escolavirtual.gov.br/curso/10,Controladoria Geral da União,20h
73,Gestão da Informação e Documentação - Conceitos Básicos em Gestão Documental,Normal,https://www.escolavirtual.gov.br/curso/73,Ministério da Fazenda,20h
41,eMAG Conteudista,Normal,https://www.escolavirtual.gov.br/curso/41,Ministério da Fazenda,20h
42,eMAG Desenvolvedor,Normal,https://www.escolavirtual.gov.br/curso/42,Ministério da Fazenda,30h
8,Regulamentação da Lei de Acesso à Informação nos Municípios,Normal,https://www.escolavirtual.gov.br/curso/8,Controladoria Geral da União,20h
103,Gestão da Estratégia com BSC - Fundamentos,Normal,https://www.escolavirtual.gov.br/curso/103,Controladoria Geral da União,20h
104,Introdução à Gestão de Projetos,Normal,https://www.escolavirtual.gov.br/curso/104,Conselho Nacional de Justiça - CNJ,20h
72,Noções Gerais de Direitos Autorais,Normal,https://www.escolavirtual.gov.br/curso/72,Universidade Estadual de Ponta Grossa,10h
96,Estatística,Normal,https://www.escolavirtual.gov.br/curso/96,Ministério da Fazenda,20h
95,Ciclo de Gestão do Investimento Público,Normal,https://www.escolavirtual.gov.br/curso/95,Ministério da Fazenda,20h
49,Acesso a Recursos do Saneamento: Mecanismos PAC - Financiamento/Curso 4,Normal,https://www.escolavirtual.gov.br/curso/49,Enap - Escola Nacional de Administração Pública,40h
48,Acesso a Recursos do Saneamento: Mecanismos OGU - NÃO PAC (Transferências Voluntárias) /Curso 3,Normal,https://www.escolavirtual.gov.br/curso/48,Ministério da Integração e Desenvolvimento Regional,40h
47,Acesso a Recursos do Saneamento: Mecanismos OGU-PAC (Transferências Obrigatórias)/Curso 2,Normal,https://www.escolavirtual.gov.br/curso/47,Ministério da Integração e Desenvolvimento Regional,40h
93,Matemática Financeira,Normal,https://www.escolavirtual.gov.br/curso/93,Ministério da Fazenda,20h
92,Microeconomia,Normal,https://www.escolavirtual.gov.br/curso/92,Ministério da Fazenda,20h
91,Macroeconomia,Normal,https://www.escolavirtual.gov.br/curso/91,Ministério da Fazenda,20h
4,Ética e Serviço Público,Normal,https://www.escolavirtual.gov.br/curso/4,Enap - Escola Nacional de Administração Pública,20h
